"mrk_line","mrk_on_dcpt","mrk_on_risk","mrk_hack_on_dcpt","mrk_trap_on_dcpt","mrk_hack_on_risk","mrk_trap_on_risk","mrk_hack","mrk_trap","mrk_neutral","mrk_query_type","applied_honeywire","present_risk"
"X-DevToken: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6IjMwZDk4NGI4Iiwicm9sZSI6ImNsdXN0ZXIifQ.J2c1XH2RsXDjaWJhCHSWR4bBNxEm7l2Q7WxrlG2vph4",103,0,76,27,0,0,76,27,0,"httpheaders","httpheaders-devtoken",""
"X-Geek: What's black and white and red all over? Please don't kill our penguin-powered server.",0,0,0,0,0,0,6,27,0,"httpheaders","httpheaders-apiserver",""
"X-Kube-ApiServer: /hko/api",49,0,36,13,0,0,36,13,0,"httpheaders","httpheaders-apiserver",""
"X-Pingback: http://urbanpost.it/xmlrpc.php",0,0,0,0,0,0,9,2,0,"httpheaders","",""
"X-Pingback: http://www.loksatta.com/xmlrpc.php",0,0,0,0,0,0,18,6,0,"httpheaders","httpheaders-apiserver",""
"X-Powered-By-Plesk: PleskWin",0,0,0,0,0,0,7,0,0,"httpheaders","httpheaders-devtoken",""
"X-Powered-By: ASP.NET",0,0,0,0,0,0,14,0,0,"httpheaders","httpheaders-admin-cookie","httpheaders-outdated-apache"
"X-Powered-By: PHP/5.1.6",0,50,0,0,41,9,41,9,0,"httpheaders","httpheaders-devtoken","httpheaders-outdated-php"
"X-Powered-By: PHP/5.2.16",0,0,0,0,0,0,23,5,0,"httpheaders","httpheaders-devtoken",""
"X-Powered-By: PHP/5.2.9-2ubuntu5.10",0,7,0,0,7,0,7,0,0,"httpheaders","","httpheaders-outdated-php"
"X-Powered-By: PHP/5.3.10-1ubuntu3.10",0,0,0,0,0,0,12,1,0,"httpheaders","httpheaders-proxy-referer",""
"X-Powered-By: PHP/5.3.14",0,0,0,0,0,0,15,2,0,"httpheaders","",""
"X-Powered-By: PHP/5.3.18",0,0,0,0,0,0,25,2,0,"httpheaders","httpheaders-devtoken",""
"X-Powered-By: PHP/5.3.28",0,0,0,0,0,0,10,0,0,"httpheaders","httpheaders-proxy-referer",""
"X-Powered-By: PHP/5.3.3",0,0,0,0,0,0,9,1,0,"httpheaders","",""
"X-Powered-By: PHP/5.4.22",0,0,0,0,0,0,7,0,0,"httpheaders","",""
"X-Powered-By: PHP/5.4.26",0,0,0,0,0,0,8,2,0,"httpheaders","",""
"X-Powered-By: PHP/5.4.5",0,0,0,0,0,0,22,2,0,"httpheaders","httpheaders-devtoken",""
"X-Powered-By: PleskLin",0,0,0,0,0,0,1,0,0,"httpheaders","",""
"X-Proxy-Referer: /asp/iis/6.0/aspnet/bin/aspnet_isapi.dll",7,0,6,1,0,0,6,1,0,"httpheaders","httpheaders-proxy-referer",""
"X-Proxy-Referer: /asp/iis/7.5/aspnet/aspnet_2.0.50727.0/aspnet_isapi.dll",5,0,5,0,0,0,5,0,0,"httpheaders","httpheaders-proxy-referer",""
"X-Proxy-Referer: /haproxyext/forwarder/9lmfff#/listen",18,0,12,6,0,0,12,6,0,"httpheaders","httpheaders-proxy-referer",""
"X-Proxy-Referer: /haproxyext/forwarder/tsu0iq#/74/listen",2,0,2,0,0,0,2,0,0,"httpheaders","httpheaders-proxy-referer",""
"X-Proxy-Referer: /proxypass/listener/1/UA",7,0,5,2,0,0,5,2,0,"httpheaders","httpheaders-proxy-referer",""
"X-Real-Server: V74",0,0,0,0,0,0,6,0,0,"httpheaders","httpheaders-proxy-referer",""
"X-Request-Id: 171dee28be1d6e392b7c8b1244e87ccc",0,0,0,0,0,0,4,2,0,"httpheaders","",""
"X-Requested-With: XMLHttpRequest",0,0,0,0,0,0,4,2,0,"httpheaders","","httpheaders-cross-domain-referer-leakage"
"X-Runtime: 56",0,0,0,0,0,0,4,0,0,"httpheaders","",""
"X-Served-by: FE2",0,0,0,0,0,0,4,0,0,"httpheaders","",""
"X-UA-Compatible: IE=7",0,0,0,0,0,0,3,0,0,"httpheaders","httpheaders-proxy-referer",""
"X-Varnish-TTL: 126.015",0,0,0,0,0,0,0,1,0,"httpheaders","httpheaders-devtoken",""
"X-Varnish: 1929462794 1929459647",0,0,0,0,0,0,2,1,0,"httpheaders","httpheaders-devtoken",""
"X: 23",0,0,0,0,0,0,14,14,0,"httpheaders","",""
"dr-xr-xr-x. 18 root root 4.0K May  7  2022 ..",0,0,0,0,0,0,1,0,0,"filesystem","","filesystem-private-key"
"drwx------  2 cathy cathy 4.0K Dec  7 13:47 .john",0,0,0,0,0,0,3,0,0,"filesystem","filesystem-backup",""
"drwx------  2 cathy cathy 4.0K Dec  7 14:04 .ssh",0,0,0,0,0,0,25,0,0,"filesystem","filesystem-backup",""
"drwx------  2 donald donald 4.0K May 16  2022 .ssh",0,0,0,0,0,0,22,0,0,"filesystem","filesystem-private-key",""
"drwx------  2 furi0zuc furi0zuc 4.0K Jun 21  2019 .ssh",0,0,0,0,0,0,40,1,0,"filesystem","filesystem-config",""
"drwx------  2 furi0zuc furi0zuc 4.0K Sep 17  2017 .cache",0,0,0,0,0,0,1,0,0,"filesystem","",""
"drwx------  2 lpc  lpc  4.0K Nov  2 09:21 .ssh",0,0,0,0,0,0,58,1,0,"filesystem","filesystem-customer-list",""
"drwx------  2 mario mario 4.0K Aug  6 15:57 .ssh",0,0,0,0,0,0,12,0,0,"filesystem","",""
"drwx------  2 niknad52 niknad52 4.0K May 16  2022 .ssh",0,0,0,0,0,0,14,0,0,"filesystem","","filesystem-dns-update-key"
"drwx------  2 root     root     4.0K Aug  1  2021 .docker",0,0,0,0,0,0,10,2,0,"filesystem","filesystem-config",""
"drwx------  2 root     root     4.0K Jul 10  2021 .gnupg",0,0,0,0,0,0,16,3,0,"filesystem","filesystem-config",""
"drwx------  2 salphard salphard 4.0K Jun 21  2019 .ssh",0,0,0,0,0,0,17,1,0,"filesystem","","filesystem-openvpn-config"
"drwx------  2 user856 user856 4.0K May 16  2022 .ssh",0,0,0,0,0,0,8,0,0,"filesystem","",""
"drwx------  3 cathy cathy 4.0K Dec  7 13:22 .gnupg",0,0,0,0,0,0,7,0,0,"filesystem","",""
"drwx------  4 goofy goofy 4.0K Jan 14  2022 .gnupg",0,0,0,0,0,0,15,1,0,"filesystem","",""
"drwx------  4 leonard leonard 4.0K Jan 14  2022 .gnupg",0,0,0,0,0,0,48,1,0,"filesystem","filesystem-keys",""
"drwx------  5 furi0zuc furi0zuc 4.0K Dec  2  2021 .config",0,0,0,0,0,0,6,0,0,"filesystem","filesystem-config",""
"drwx------  5 salphard salphard 4.0K Jan 12  2022 .mozilla",0,0,0,0,0,0,2,0,0,"filesystem","","filesystem-openvpn-config"
"drwx------  5 salphard salphard 4.0K Sep 25 17:40 .local",0,0,0,0,0,0,1,0,0,"filesystem","","filesystem-openvpn-config"
"drwx------  6 IconThor IconThor 4.0K Sep 25 17:40 .config",0,0,0,0,0,0,8,0,0,"filesystem","filesystem-backup",""
"drwx------  6 elsa elsa 4.0K Sep 25 17:40 .config",0,0,0,0,0,0,3,2,0,"filesystem","filesystem-keys",""
"drwx------  6 goofy goofy 4.0K Sep 25 17:40 .config",0,0,0,0,0,0,9,1,0,"filesystem","",""
"drwx------  6 gringla gringla 4.0K Sep 25 17:40 .config",0,0,0,0,0,0,3,0,0,"filesystem","filesystem-private-key",""
"drwx------  6 leonard leonard 4.0K Sep 25 17:40 .config",0,0,0,0,0,0,18,1,0,"filesystem","filesystem-keys",""
"drwx------  7 IconThor IconThor 4.0K Jan 12  2022 .cache",0,0,0,0,0,0,2,0,0,"filesystem","filesystem-backup",""
"drwx------  7 goofy goofy 4.0K Jan 12  2022 .cache",0,0,0,0,0,0,3,0,0,"filesystem","",""
"drwx------  7 leonard leonard 4.0K Jan 12  2022 .cache",0,0,0,0,0,0,5,0,0,"filesystem","filesystem-spam-list",""
"drwx------  7 lpc  lpc  4.0K Nov 24 10:15 .config",0,0,0,0,0,0,15,0,0,"filesystem","filesystem-spam-list",""
"drwx------.  2 Plut0 Plut0 4.0K Sep 27 19:30 .ssh",0,0,0,0,0,0,13,1,0,"filesystem","","filesystem-backup"
"drwx------.  2 root root 4.0K Sep 27 19:30 .ssh",0,0,0,0,0,0,46,2,0,"filesystem","","filesystem-kubernetes-manifests"
"drwx------.  3 Plut0 Plut0 4.0K Apr 11  2021 .config",0,0,0,0,0,0,2,0,0,"filesystem","","filesystem-backup"
"drwx------.  3 root root 4.0K Apr 11  2021 .config",0,0,0,0,0,0,11,0,0,"filesystem","","filesystem-backup"
"drwxr-x---.  4 root root 4.0K Apr  7  2022 .kube",0,6,0,0,5,1,5,1,0,"filesystem","","filesystem-kubernetes-manifests"
"drwxr-xr-x   2 root root 4.0K Jun  9  2022 src",0,0,0,0,0,0,3,2,0,"filesystem","",""
"drwxr-xr-x  2 donald donald 4.0K Dec  9 09:46 rev",0,0,0,0,0,0,1,0,0,"filesystem","",""
"drwxr-xr-x  2 donald donald 4.0K Jul 25 13:54 .terraform.d",0,0,0,0,0,0,5,0,0,"filesystem","filesystem-private-key",""
"drwxr-xr-x  2 furi0zuc furi0zuc 4.0K Nov  3  2018 .nano",0,0,0,0,0,0,2,0,0,"filesystem","filesystem-config",""
"drwxr-xr-x  2 furi0zuc furi0zuc 4.0K Oct  8  2017 .build-cache",0,0,0,0,0,0,0,1,0,"filesystem","filesystem-config",""
"drwxr-xr-x  2 lpc  lpc  4.0K Nov 14 09:12 .dtp-cli",0,0,0,0,0,0,1,0,0,"filesystem","filesystem-card3rz",""
"drwxr-xr-x  2 lpc  lpc  4.0K Oct 17 12:38 .landscape",0,0,0,0,0,0,1,0,0,"filesystem","filesystem-passwords",""
"drwxr-xr-x  2 root     root     4.0K Mar 15  2018 share",0,0,0,0,0,0,4,1,0,"filesystem","filesystem-config",""
"drwxr-xr-x  2 root     root     4.0K Nov  1  2020 data",0,0,0,0,0,0,3,6,0,"filesystem","","filesystem-openvpn-config"
"drwxr-xr-x  2 salphard salphard 4.0K Mar 14  2020 .nano",0,0,0,0,0,0,1,0,0,"filesystem","","filesystem-openvpn-config"
"drwxr-xr-x  2 user856 user856 4.0K Jul 25 13:54 .terraform.d",0,0,0,0,0,0,2,0,0,"filesystem","",""
"drwxr-xr-x  3 cathy cathy 4.0K Dec  5 08:43 .java",0,0,0,0,0,0,1,0,0,"filesystem","",""
"drwxr-xr-x  3 donald donald 4.0K Jun 24  2022 aws",0,0,0,0,0,0,7,1,0,"filesystem","filesystem-private-key",""
"drwxr-xr-x  3 furi0zuc furi0zuc 4.0K Oct  1  2017 .gem",0,0,0,0,0,0,1,1,0,"filesystem","filesystem-config",""
"drwxr-xr-x  3 lpc  lpc  4.0K Nov 14 09:12 .yarn",0,0,0,0,0,0,2,0,0,"filesystem","filesystem-customer-list",""
"drwxr-xr-x  3 lpc  lpc  4.0K Nov 14 09:30 .local",0,0,0,0,0,0,4,0,0,"filesystem","filesystem-spam-list",""
"drwxr-xr-x  3 mario mario 4.0K Aug  6 17:00 .ipython",0,0,0,0,0,0,1,0,0,"filesystem","",""
"drwxr-xr-x  3 root  root  4.0K Aug  6 15:41 ..",0,0,0,0,0,0,1,0,0,"filesystem","",""
"drwxr-xr-x  3 root root 4.0K Oct 17 12:38 ..",0,0,0,0,0,0,4,0,0,"filesystem","filesystem-spam-list",""
"drwxr-xr-x  3 user856 user856 4.0K Feb 23  2022 .vscode-remote-containers",0,0,0,0,0,0,1,0,0,"filesystem","",""
"drwxr-xr-x  4 donald donald 4.0K Aug 18 00:31 test",0,0,0,0,0,0,6,1,0,"filesystem","filesystem-private-key",""
"drwxr-xr-x  4 donald donald 4.0K Feb 22  2022 go",0,0,0,0,0,0,1,0,0,"filesystem","filesystem-private-key",""
"drwxr-xr-x  4 donald donald 4.0K Mar 18  2022 .npm",0,0,0,0,0,0,2,0,0,"filesystem","filesystem-private-key",""
"drwxr-xr-x  4 elsa elsa 4.0K Aug  1  2021 react-app-master",0,0,0,0,0,0,8,0,0,"filesystem","filesystem-keys",""
"drwxr-xr-x  4 goofy goofy 4.0K Aug  1  2021 app-browser",0,0,0,0,0,0,4,1,0,"filesystem","",""
"drwxr-xr-x  4 leonard leonard 4.0K Aug  1  2021 app-browser",0,0,0,0,0,0,2,0,0,"filesystem","filesystem-keys",""
"drwxr-xr-x  4 lpc  lpc  4.0K Nov 14 09:08 .npm",0,0,0,0,0,0,5,0,0,"filesystem","filesystem-customer-list",""
"drwxr-xr-x  4 niknad52 niknad52 4.0K Apr  6  2022 data",0,0,0,0,0,0,3,3,0,"filesystem","","filesystem-dns-update-key"
"drwxr-xr-x  4 root     root     4.0K Jun 21  2019 ..",0,0,0,0,0,0,3,0,0,"filesystem","filesystem-backup","filesystem-openvpn-config"
"drwxr-xr-x  4 root    root    4.0K Jun 21  2019 ..",0,0,0,0,0,0,1,0,0,"filesystem","filesystem-customer-list",""
"drwxr-xr-x  4 root  root  4.0K Jun 21  2019 ..",0,0,0,0,0,0,1,0,0,"filesystem","",""
"drwxr-xr-x  4 root root 4.0K Jun 21  2019 ..",0,0,0,0,0,0,1,1,0,"filesystem","filesystem-keys",""
"drwxr-xr-x  4 user856 user856 4.0K Aug 18 00:31 test",0,0,0,0,0,0,1,0,0,"filesystem","",""
"drwxr-xr-x  5 donald donald 4.0K Jan 20  2022 .local",0,0,0,0,0,0,1,0,0,"filesystem","",""
"drwxr-xr-x  5 donald donald 4.0K Jul  7 13:36 .docker",0,0,0,0,0,0,8,0,0,"filesystem","filesystem-private-key",""
"drwxr-xr-x  5 goofy goofy 4.0K Jul 10  2021 git-crypt",0,0,0,0,0,0,15,8,0,"filesystem","",""
"drwxr-xr-x  5 goofy goofy 4.0K Mar 21  2021 terraform-saas",0,0,0,0,0,0,16,3,0,"filesystem","",""
"drwxr-xr-x  5 leonard leonard 4.0K Jul 10  2021 git-crypt",0,0,0,0,0,0,5,0,0,"filesystem","",""
"drwxr-xr-x  5 leonard leonard 4.0K Mar 21  2021 iklo-saas",0,0,0,0,0,0,4,0,0,"filesystem","filesystem-keys",""
"drwxr-xr-x  5 mario mario 4.0K Aug  6 15:55 .docker",0,0,0,0,0,0,6,0,0,"filesystem","",""
"drwxr-xr-x  5 mario mario 4.0K Aug  6 16:54 .local",0,0,0,0,0,0,1,0,0,"filesystem","",""
"drwxr-xr-x  5 mario mario 4.0K Sep 21 14:01 .config",0,0,0,0,0,0,4,1,0,"filesystem","",""
"drwxr-xr-x  5 niknad52 niknad52 4.0K Jul  7 13:36 .docker",0,0,0,0,0,0,5,0,0,"filesystem","","filesystem-dns-update-key"
"drwxr-xr-x  5 root     root     4.0K May 16  2022 ..",0,0,0,0,0,0,2,0,0,"filesystem","","filesystem-dns-update-key"
"drwxr-xr-x  5 salphard salphard 4.0K May  4  2018 .ipython",0,0,0,0,0,0,1,0,0,"filesystem","","filesystem-openvpn-config"
"drwxr-xr-x  5 user856 user856 4.0K Jan 19  2022 .vscode-server",0,0,0,0,0,0,1,0,0,"filesystem","",""
"drwxr-xr-x  6 donald donald 4.0K Aug  5 22:24 test3",0,0,0,0,0,0,6,1,0,"filesystem","filesystem-private-key",""
"drwxr-xr-x  6 lpc  lpc  4.0K Nov 16 15:50 venv",0,0,0,0,0,0,9,0,0,"filesystem","filesystem-spam-list",""
"drwxr-xr-x  6 lpc  lpc  4.0K Nov 21 11:39 .cache",0,0,0,0,0,0,1,0,0,"filesystem","filesystem-card3rz",""
"drwxr-xr-x  6 mario mario 4.0K Aug 29 11:08 git",0,0,0,0,0,0,5,1,0,"filesystem","",""
"drwxr-xr-x  6 mario mario 4.0K Sep 19 12:05 .cache",0,0,0,0,0,0,1,0,0,"filesystem","",""
"drwxr-xr-x  6 user856 user856 4.0K Aug  5 22:24 testt",0,0,0,0,0,0,1,1,0,"filesystem","",""
"drwxr-xr-x  8 donald donald 4.0K Mar 18  2022 .nvm",0,0,0,0,0,0,1,0,0,"filesystem","",""
"drwxr-xr-x  8 donald donald 4.0K Sep 19 11:11 .config",0,0,0,0,0,0,7,0,0,"filesystem","filesystem-private-key",""
"drwxr-xr-x  8 niknad52 niknad52 4.0K Sep 19 11:11 .config",0,0,0,0,0,0,3,0,0,"filesystem","","filesystem-dns-update-key"
"drwxr-xr-x  8 user856 user856 4.0K Sep 19 11:11 .config",0,0,0,0,0,0,3,0,0,"filesystem","",""
"drwxr-xr-x 13 niknad52 niknad52 4.0K Mar 25  2022 example-app",0,0,0,0,0,0,3,0,0,"filesystem","","filesystem-dns-update-key"
"drwxr-xr-x 14 cathy cathy 4.0K Dec  7 15:16 .config",0,0,0,0,0,0,3,0,0,"filesystem","filesystem-backup",""
"drwxr-xr-x 14 donald donald 4.0K May  6  2022 .terrascan",0,0,0,0,0,0,5,0,0,"filesystem","filesystem-private-key",""
"drwxr-xr-x 14 user856 user856 4.0K May  6  2022 .terrascan",0,0,0,0,0,0,2,0,0,"filesystem","",""
"drwxr-xr-x 15 root     root     4.0K Jun 10  2019 trash-systemd",0,0,0,0,0,0,3,4,0,"filesystem","filesystem-config",""
"drwxr-xr-x 2 cooper cooper 4.0K Nov 30 17:42 .",0,0,0,0,0,0,0,1,0,"filesystem","filesystem-rowe",""
"drwxr-xr-x 223 root root 224K Dec 26 22:33 lib",0,0,0,0,0,0,0,1,0,"filesystem","",""
"drwxr-xr-x 25 elsa elsa 4.0K Dec 30 08:36 .",0,0,0,0,0,0,0,1,0,"filesystem","filesystem-keys",""
"drwxr-xr-x 25 goofy goofy 4.0K Dec 30 08:36 .",0,0,0,0,0,0,0,1,0,"filesystem","",""
"drwxr-xr-x 28 root     root     4.0K Dec  6 16:40 ..",0,0,0,0,0,0,1,1,0,"filesystem","filesystem-config",""
"drwxr-xr-x 4 cooper cooper 4.0K Nov 30 17:42 ..",0,0,0,0,0,0,3,1,0,"filesystem","filesystem-rowe",""
"drwxr-xr-x 4 gaitan gaitan 4.0K Nov 30 17:42 ..",0,0,0,0,0,0,1,0,0,"filesystem","",""
"drwxr-xr-x.  2 root root 4.0K Aug  8 11:06 .k9s",0,0,0,0,0,0,5,3,0,"filesystem","","filesystem-kubernetes-manifests"
"drwxr-xr-x.  2 root root 4.0K Jun  6  2022 letsencrypt-keys",0,22,0,0,15,7,15,7,0,"filesystem","","filesystem-private-key"
"drwxr-xr-x.  3 root root 4.0K Mar 29  2021 bolt",0,0,0,0,0,0,1,0,0,"filesystem","","filesystem-private-key"
"drwxr-xr-x.  3 root root 4.0K Oct  2 18:02 .cache",0,0,0,0,0,0,2,0,0,"filesystem","","filesystem-backup"
"drwxr-xr-x.  5 root root 4.0K Jun 15  2022 .vscode-server",0,0,0,0,0,0,1,0,0,"filesystem","","filesystem-backup"
"drwxr-xr-x. 12 root root 4.0K Jun  6  2022 k8s-manifests",0,10,0,0,10,0,10,0,0,"filesystem","","filesystem-kubernetes-manifests"
"drwxr-xr-x. 15 root root 4.0K May  7  2022 certs",0,13,0,0,11,2,11,2,0,"filesystem","","filesystem-private-key"
"lrwxrwxrwx   1 root root    3 Oct 19 16:12 lib64 -> lib",0,0,0,0,0,0,1,1,0,"filesystem","",""
"lrwxrwxrwx   1 root root    3 Oct 19 16:12 sbin -> bin",0,0,0,0,0,0,1,0,0,"filesystem","",""
"lrwxrwxrwx  1 elsa elsa   19 Jan 23  2018 html -> /srv/nginx-www/html",0,0,0,0,0,0,8,3,0,"filesystem","filesystem-keys",""
"lrwxrwxrwx  1 goofy goofy   19 Jan 23  2018 html -> /srv/nginx-www/html",0,0,0,0,0,0,8,5,0,"filesystem","",""
"lrwxrwxrwx  1 leonard leonard   19 Jan 23  2018 html -> /srv/nginx-www/html",0,0,0,0,0,0,16,5,0,"filesystem","filesystem-keys",""
"servername_intern: gw18",0,0,0,0,0,0,7,6,0,"httpheaders","httpheaders-apiserver",""
"traceparent: 00-y7v64xO1lDIp3QnUcAtVGqrTSrVmX7Bks9Vk-VNihOcKFtWUTPConAV4tKJ-01",0,0,0,0,0,0,1,1,0,"httpheaders","",""
"x-kube-apiserver: /hko/api",5,0,4,1,0,0,4,1,0,"httpheaders","httpheaders-apiserver",""
